SOURCE_SYSTEM,SOURCE_CODE,SOURCE_DESCRIPTION,TARGET_SYSTEM,TARGET_CODE,TARGET_DESCRIPTION
V10,5192,"Books, Periodicals And Newspapers",REFERENCE.CORE.MERCHANT_CATEGORY,5192,"Books, Periodicals and Newspapers"
V10,5172,Petroleum And Petroleum Products,REFERENCE.CORE.MERCHANT_CATEGORY,5172,Petroleum and Petroleum Products
V10,5169,Chemicals And Allied Products (Nec),REFERENCE.CORE.MERCHANT_CATEGORY,5169,Chemicals and Allied Products (not elsewhere Classified)
V10,5139,Commercial Footwear,REFERENCE.CORE.MERCHANT_CATEGORY,5139,Commercial Footwear
V10,5137,"Men'S, Women'S And Children'S Uniforms",REFERENCE.CORE.MERCHANT_CATEGORY,5137,"Menâ€™s, Womenâ€™s, and Childrenâ€™s Uniforms and Commercial Clothing"
V10,5131,"Piece Goods, Notions, And Other Dry Goods",REFERENCE.CORE.MERCHANT_CATEGORY,5131,"Piece Goods, Notions, and Other Dry Goods"
V10,5122,"Drugs, Drug Proprietaries And Druggist Sundries",REFERENCE.CORE.MERCHANT_CATEGORY,5122,"Drugs, Drug Proprietaries, and Druggist Sundries"
V10,5111,"Stationery, Office Supplies, Printing And Writing Paper",REFERENCE.CORE.MERCHANT_CATEGORY,5111,"Stationery, Office Supplies, Printing and Writing Paper"
V10,5099,Durable Goods (Nec),REFERENCE.CORE.MERCHANT_CATEGORY,5099,Durable Goods (not elsewhere Classified)
V10,5094,"Precious Stones And Metals, Watches And Jewelry",REFERENCE.CORE.MERCHANT_CATEGORY,5094,"Precious Stones and Metals, Watches and Jewelry"
V10,5085,Industrial Supplies (Nec),REFERENCE.CORE.MERCHANT_CATEGORY,5085,Industrial Supplies (not elsewhere Classified)
V10,5074,Plumbing And Heating Equipment And Supplies,REFERENCE.CORE.MERCHANT_CATEGORY,5074,Plumbing and Heating Equipment and Supplies
V10,5072,"Hardware, Plumbing, Heating Equipment And Supplies",REFERENCE.CORE.MERCHANT_CATEGORY,5072,"Hardware, Equipment and Supplies"
V10,5065,Electrical Parts And Equipment,REFERENCE.CORE.MERCHANT_CATEGORY,5065,Electrical Parts and Equipment
V10,5051,Metal Service Centers And Offices,REFERENCE.CORE.MERCHANT_CATEGORY,5051,Metal Service Centers and Offices
V10,5047,"Medical, Dental, Ophthalmic And Hospital Equip",REFERENCE.CORE.MERCHANT_CATEGORY,5047,"Medical, Dental, Ophthalmic and Hospital Equipment and Supplies"
V10,5046,Commercial Equipment (Nec),REFERENCE.CORE.MERCHANT_CATEGORY,5046,Commercial Equipment (not elsewhere Classified)
V10,5045,Computers And Computer Peripheral Equipment And Software,REFERENCE.CORE.MERCHANT_CATEGORY,5045,Computers and Computer Peripheral Equipment and Software
V10,5044,"Photographic, Photocopy, Microfilm Equipment And Supplies",REFERENCE.CORE.MERCHANT_CATEGORY,5044,"Photographic, Photocopy, Microfilm Equipment and Supplies"
V10,5039,Construction Materials (Nec),REFERENCE.CORE.MERCHANT_CATEGORY,5039,Construction Materials (not elsewhere Classified)
V10,5021,Commercial Furniture,REFERENCE.CORE.MERCHANT_CATEGORY,5021,Office and Commercial Furniture
V10,5013,Motor Vehicle Supplies And New Parts,REFERENCE.CORE.MERCHANT_CATEGORY,5013,Motor Vehicle Supplies and New Parts
V10,4900,"Electric, Gas, Sanitary, Telephone Or Water Utilities",REFERENCE.CORE.MERCHANT_CATEGORY,4900,"Utilities â€“ Electric, Gas, Water, and Sanitary"
V10,4899,Cable And Other Pay Television Services,REFERENCE.CORE.MERCHANT_CATEGORY,4899,"Cable, Satellite and Other Pay Television/radio/streaming Services"
V10,4829,Money Orders -- Wire Transfer,REFERENCE.CORE.MERCHANT_CATEGORY,4829,Money Transfer
V10,4821,Telegraph Services,REFERENCE.CORE.MERCHANT_CATEGORY,4821,Telegraph Services
V10,4816,Computer Network/Info Svcs,REFERENCE.CORE.MERCHANT_CATEGORY,4816,Computer Network/information Services
V10,4814,Telecommuncations Serv Incl Loca/Long Dist Credit And Fax,REFERENCE.CORE.MERCHANT_CATEGORY,4814,"Telecommunication Services, including Local and Long-Distance Calls, Credit Card Calls, Calls Through Use of Magnetic-"
V10,4813,Key-Entered Telecom Merchant,REFERENCE.CORE.MERCHANT_CATEGORY,4813,Key-Entry Telecom Merchant Providing Single Local and Long-Distance Phone Calls using a Central Access Number
V10,4812,Telecommuncations Equipment Including Telephone Sales,REFERENCE.CORE.MERCHANT_CATEGORY,4812,Telecommunication Equipment and Telephone Sales
V10,4789,Transportation Services (Nec),REFERENCE.CORE.MERCHANT_CATEGORY,4789,Transportation Services (not elsewhere Classified)
V10,4784,"Tolls, Road And Bridge Fees",REFERENCE.CORE.MERCHANT_CATEGORY,4784,Tolls and Bridge Fees
V10,4733,#NA,REFERENCE.CORE.MERCHANT_CATEGORY,DQMapping,Source value cannot be mapped
V10,4722,Travel Agencies,REFERENCE.CORE.MERCHANT_CATEGORY,4722,Travel Agencies and Tour Operators
V10,4582,"Airports, Airport Terminals Or Flying Fields",REFERENCE.CORE.MERCHANT_CATEGORY,4582,"Airports, Flying Fields, and Airport Terminals"
V10,4511,"Airlines, Air Carriers (Not Listed Below)",REFERENCE.CORE.MERCHANT_CATEGORY,4511,Airlines and Air Carriers (not elsewhere Classified)
V10,4468,"Marinas, Marine Service And Supplies",REFERENCE.CORE.MERCHANT_CATEGORY,4468,"Marinas, Marine Service, and Supplies"
V10,4457,Boat Rentals And Leases,REFERENCE.CORE.MERCHANT_CATEGORY,4457,Boat Rentals and Leasing
V10,4411,Cruise Or Steamship Lines,REFERENCE.CORE.MERCHANT_CATEGORY,4411,Steamship and Cruise Lines
V10,4225,"Public Warehousing-Farm Prod,Refridgerat",REFERENCE.CORE.MERCHANT_CATEGORY,4225,"Public Warehousing and Storage â€“ Farm Products, Refrigerated Goods, Household Goods, and Storage"
V10,4215,"Courier Services-Air Or Ground, Freight",REFERENCE.CORE.MERCHANT_CATEGORY,4215,"Courier Services â€“ Air and Ground, and Freight Forwarders"
V10,4214,"Motor Freight Carriers, Truck-Local/Long",REFERENCE.CORE.MERCHANT_CATEGORY,4214,"Motor Freight Carriers and Trucking â€“ Local and Long Distance, Moving and Storage Companies, and Local Delivery"
V10,4131,"Bus Lines, Including Charters, Tour Buses",REFERENCE.CORE.MERCHANT_CATEGORY,4131,Bus Lines
V10,4121,Taxicabs Or Limousines,REFERENCE.CORE.MERCHANT_CATEGORY,4121,Taxicabs and Limousines
V10,4119,Ambulance Services,REFERENCE.CORE.MERCHANT_CATEGORY,4119,Ambulance Services
V10,4112,Passenger Railways,REFERENCE.CORE.MERCHANT_CATEGORY,4112,Passenger Railways
V10,4111,"Local/Sub Commuter Psgr Trnp, Incl Ferries Or Water Trnp",REFERENCE.CORE.MERCHANT_CATEGORY,4111,"Local and Suburban Commuter Passenger Transportation, including Ferries"
V10,4011,Railroads,REFERENCE.CORE.MERCHANT_CATEGORY,4011,Railroads
V10,3883,#NA,REFERENCE.CORE.MERCHANT_CATEGORY,DQMapping,Source value cannot be mapped
V10,3878,#NA,REFERENCE.CORE.MERCHANT_CATEGORY,DQMapping,Source value cannot be mapped
V10,3876,#NA,REFERENCE.CORE.MERCHANT_CATEGORY,DQMapping,Source value cannot be mapped
V10,3875,#NA,REFERENCE.CORE.MERCHANT_CATEGORY,DQMapping,Source value cannot be mapped
V10,3874,#NA,REFERENCE.CORE.MERCHANT_CATEGORY,DQMapping,Source value cannot be mapped
V10,3871,#NA,REFERENCE.CORE.MERCHANT_CATEGORY,DQMapping,Source value cannot be mapped
V10,3863,#NA,REFERENCE.CORE.MERCHANT_CATEGORY,DQMapping,Source value cannot be mapped
V10,3862,#NA,REFERENCE.CORE.MERCHANT_CATEGORY,DQMapping,Source value cannot be mapped
V10,3858,#NA,REFERENCE.CORE.MERCHANT_CATEGORY,DQMapping,Source value cannot be mapped
V10,3857,#NA,REFERENCE.CORE.MERCHANT_CATEGORY,DQMapping,Source value cannot be mapped
V10,3856,#NA,REFERENCE.CORE.MERCHANT_CATEGORY,DQMapping,Source value cannot be mapped
V10,3848,,REFERENCE.CORE.MERCHANT_CATEGORY,3848,Edition
V10,3847,,REFERENCE.CORE.MERCHANT_CATEGORY,3847,JW Marriot
V10,3844,,REFERENCE.CORE.MERCHANT_CATEGORY,3844,Ac Hotels
V10,3842,,REFERENCE.CORE.MERCHANT_CATEGORY,3842,Marriot Executive Apartments
V10,3841,,REFERENCE.CORE.MERCHANT_CATEGORY,3841,Tribute Portfolio
V10,3840,,REFERENCE.CORE.MERCHANT_CATEGORY,3840,Rio Hotels
V10,3839,,REFERENCE.CORE.MERCHANT_CATEGORY,3839,Kyoritsu Hotels
V10,3838,,REFERENCE.CORE.MERCHANT_CATEGORY,3838,Kimpton Hotels
V10,3837,,REFERENCE.CORE.MERCHANT_CATEGORY,3837,Hoshino Resorts
V10,3836,,REFERENCE.CORE.MERCHANT_CATEGORY,3836,Hawthorn By Wyndham
V10,3835,,REFERENCE.CORE.MERCHANT_CATEGORY,3835,Dolce Hotels and Resorts
V10,3834,,REFERENCE.CORE.MERCHANT_CATEGORY,3834,Baymont Inn & Suites
V10,3833,,REFERENCE.CORE.MERCHANT_CATEGORY,3833,Canopy
V10,3832,,REFERENCE.CORE.MERCHANT_CATEGORY,3832,Curio Hotels
V10,3831,Waldorf,REFERENCE.CORE.MERCHANT_CATEGORY,3831,Waldorf
V10,3830,Park Plaza Hotel,REFERENCE.CORE.MERCHANT_CATEGORY,3830,Park Plaza Hotel
V10,3829,Country Inn By Carlson,REFERENCE.CORE.MERCHANT_CATEGORY,3829,Country Inn By Radisson
V10,3828,Cosmopolitan Of Las Vegas,REFERENCE.CORE.MERCHANT_CATEGORY,3828,Cosmopolitan of Las Vegas
V10,3826,Autograph,REFERENCE.CORE.MERCHANT_CATEGORY,3826,Autograph
V10,3825,Vdara,REFERENCE.CORE.MERCHANT_CATEGORY,3825,Vdara
V10,3824,Aria,REFERENCE.CORE.MERCHANT_CATEGORY,3824,Aria
V10,3821,Caribe Royale,REFERENCE.CORE.MERCHANT_CATEGORY,3821,Caribe Royale
V10,3819,Oxford Suites,REFERENCE.CORE.MERCHANT_CATEGORY,3819,Oxford Suites
V10,3818,Mainstay Suites,REFERENCE.CORE.MERCHANT_CATEGORY,3818,Mainstay Suites
V10,3816,Home2 Suites,REFERENCE.CORE.MERCHANT_CATEGORY,3816,Home2suites
V10,3815,Holiday Inn Nickelodeon,REFERENCE.CORE.MERCHANT_CATEGORY,3815,Nickelodeon Family Suites By Holiday Inn
V10,3813,Hotel Indigo,REFERENCE.CORE.MERCHANT_CATEGORY,3813,Hotel Indigo
V10,3812,Hyatt Place,REFERENCE.CORE.MERCHANT_CATEGORY,3812,Hyatt Place
V10,3811,Premier Travel Inn,REFERENCE.CORE.MERCHANT_CATEGORY,3811,Premier Inn
V10,3808,Lxr (Luxury Resorts),REFERENCE.CORE.MERCHANT_CATEGORY,3808,Lxr
V10,3807,Element,REFERENCE.CORE.MERCHANT_CATEGORY,3807,Element
V10,3802,The Palace Hotel,REFERENCE.CORE.MERCHANT_CATEGORY,3802,The Palace Hotel
V10,3801,Wilderness Hotel And Resort,REFERENCE.CORE.MERCHANT_CATEGORY,3801,Wilderness Hotel and Resort
V10,3797,Atlantic City Hilton,REFERENCE.CORE.MERCHANT_CATEGORY,3797,Atlantic City Hilton Resorts
V10,3796,Peppermill Hotel Casino,REFERENCE.CORE.MERCHANT_CATEGORY,3796,Peppermill Hotel Casino
V10,3795,Paris Las Vegas Hotel,REFERENCE.CORE.MERCHANT_CATEGORY,3795,Paris Las Vegas Hotel
V10,3793,Flamingo Hotels,REFERENCE.CORE.MERCHANT_CATEGORY,3793,Flamingo Hotels
V10,3792,Claridge Casino Hotel,REFERENCE.CORE.MERCHANT_CATEGORY,3792,Claridge Casino Hotel
V10,3791,Staybridge Suites,REFERENCE.CORE.MERCHANT_CATEGORY,3791,Staybridge Suites
V10,3790,Raffles Hotel,REFERENCE.CORE.MERCHANT_CATEGORY,3790,Raffles Hotels
V10,3789,Smugglers Notch Resort,REFERENCE.CORE.MERCHANT_CATEGORY,3789,Smugglerâ€™s Notch Resort
V10,3788,Ala Moana Hotel,REFERENCE.CORE.MERCHANT_CATEGORY,3788,Ala Moana Hotel
V10,3787,Caribe Royale Resort Suites And Villas,REFERENCE.CORE.MERCHANT_CATEGORY,3787,Caribe Royale Resorts
V10,3785,Outrigger Hotels And Resorts,REFERENCE.CORE.MERCHANT_CATEGORY,3785,Outrigger Hotels and Resorts
V10,3784,First Hospitality Hotels,REFERENCE.CORE.MERCHANT_CATEGORY,3784,First Hospitality Hotels
V10,3783,Town And Country Resort,REFERENCE.CORE.MERCHANT_CATEGORY,3783,Town and Country Resort & Convention Center
V10,3782,Rosen Hotels And Resorts,REFERENCE.CORE.MERCHANT_CATEGORY,3782,Rosen Hotels and Resorts
V10,3780,Disney Resorts,REFERENCE.CORE.MERCHANT_CATEGORY,3780,Disney Resorts
V10,3779,W Hotels,REFERENCE.CORE.MERCHANT_CATEGORY,3779,W Hotels
V10,3778,Four Points Hotels,REFERENCE.CORE.MERCHANT_CATEGORY,3778,Four Points Hotels
V10,3777,Mandalay Bay Resort,REFERENCE.CORE.MERCHANT_CATEGORY,3777,Mandalay Bay Resort
V10,3774,New York-New York Hotel + Casino,REFERENCE.CORE.MERCHANT_CATEGORY,3774,New York-New York Hotel and Casino
V10,3773,Venetian Resort Hotel Amd Casino,REFERENCE.CORE.MERCHANT_CATEGORY,3773,The Venetian Resort Hotel Casino
V10,3771,Caesars Hotel And Casino,REFERENCE.CORE.MERCHANT_CATEGORY,3771,Caesarâ€™s Hotel and Casino
V10,3770,Springhill Suites,REFERENCE.CORE.MERCHANT_CATEGORY,3770,Springhill Suites
V10,3769,Stratosphere Hotel And Casino,REFERENCE.CORE.MERCHANT_CATEGORY,3769,Stratosphere Hotel and Casino
V10,3767,Main Street Station Hotel And Casino,REFERENCE.CORE.MERCHANT_CATEGORY,3767,Main Street Station Hotel and Casino
V10,3766,Fremont Hotel And Casino,REFERENCE.CORE.MERCHANT_CATEGORY,3766,Fremont Hotel and Casino
V10,3765,Bellagio,REFERENCE.CORE.MERCHANT_CATEGORY,3765,Bellagio
V10,3764,Beau Rivage Hotel And Casino,REFERENCE.CORE.MERCHANT_CATEGORY,3764,Beau Rivage Hotel and Casino
V10,3763,Chateau Elan Winery And Resort,REFERENCE.CORE.MERCHANT_CATEGORY,3763,Chateau Elan Winery and Resort
V10,3757,Canyon Ranch,REFERENCE.CORE.MERCHANT_CATEGORY,3757,Canyon Ranch
V10,3756,South Seas Resorts,REFERENCE.CORE.MERCHANT_CATEGORY,3756,Toyoko Inn
V10,3755,The Homestead,REFERENCE.CORE.MERCHANT_CATEGORY,3755,The Homestead
V10,3751,Homewood Suites,REFERENCE.CORE.MERCHANT_CATEGORY,3751,Homewood Suites
V10,3750,Crowne Plaza Hotel,REFERENCE.CORE.MERCHANT_CATEGORY,3750,Crowne Plaza Hotels
V10,3747,Clubcorp/Club Resorts,REFERENCE.CORE.MERCHANT_CATEGORY,3747,Clubcorp/clubresorts
V10,3745,St. Regis Hotel,REFERENCE.CORE.MERCHANT_CATEGORY,3745,St. Regis Hotel
V10,3743,Biltmore Hotel And Suites,REFERENCE.CORE.MERCHANT_CATEGORY,3743,Biltmore Hotel & Suites
V10,3742,Club Med,REFERENCE.CORE.MERCHANT_CATEGORY,3742,Club Med
V10,3741,Millennium Hotels,REFERENCE.CORE.MERCHANT_CATEGORY,3741,Millennium Hotels
V10,3740,Marriott/Townplace Suites,REFERENCE.CORE.MERCHANT_CATEGORY,3740,Towneplace Suites
V10,3739,Woodside Hotels,REFERENCE.CORE.MERCHANT_CATEGORY,3739,Woodside Hotels & Resorts
V10,3738,Tropicana Resort And Casino,REFERENCE.CORE.MERCHANT_CATEGORY,3738,Tropicana Resort & Casino
V10,3737,Riviera Hotel And Casino,REFERENCE.CORE.MERCHANT_CATEGORY,3737,Riviera Hotel and Casino
V10,3736,Colorado Belle Edgewater Resort,REFERENCE.CORE.MERCHANT_CATEGORY,3736,Colorado Belle/edgewater Resort
V10,3734,Havery/Bristol Hotel,REFERENCE.CORE.MERCHANT_CATEGORY,3734,Harvey/bristol Hotels
V10,3731,Harrah'S Hotels And Casinos,REFERENCE.CORE.MERCHANT_CATEGORY,3731,Harrahâ€™s Hotels and Casinos
V10,3730,Mgm Grand Hotel,REFERENCE.CORE.MERCHANT_CATEGORY,3730,Mgm Grand Hotel
V10,3728,Bally'S Hotel And Casino,REFERENCE.CORE.MERCHANT_CATEGORY,3728,Ballyâ€™s Hotel and Casino
V10,3726,Rio Suites,REFERENCE.CORE.MERCHANT_CATEGORY,3726,Rio Suites
V10,3722,Wyndham Hotel And Resorts,REFERENCE.CORE.MERCHANT_CATEGORY,3722,Wyndham
V10,3721,Hilton Conrad,REFERENCE.CORE.MERCHANT_CATEGORY,3721,Hilton Conrad
V10,3720,Southern Sun Hotels,REFERENCE.CORE.MERCHANT_CATEGORY,3720,Southern Sun Hotels
V10,3719,Protea Hotels,REFERENCE.CORE.MERCHANT_CATEGORY,3719,Protea Hotels
V10,3717,City Lodge Hotels,REFERENCE.CORE.MERCHANT_CATEGORY,3717,City Lodge Hotels
V10,3716,Carlton Hotels,REFERENCE.CORE.MERCHANT_CATEGORY,3716,Carlton Hotels
V10,3715,Fairfield Inn,REFERENCE.CORE.MERCHANT_CATEGORY,3715,Fairfield Inn
V10,3712,Buffalo Bill'S Hotel And Casino,REFERENCE.CORE.MERCHANT_CATEGORY,3712,Buffalo Billâ€™s Hotel and Casino
V10,3710,The Ritz Carlton Hotels,REFERENCE.CORE.MERCHANT_CATEGORY,3710,The Ritz-Carlton
V10,3709,Super 8 Motels,REFERENCE.CORE.MERCHANT_CATEGORY,3709,Super 8 Motels
V10,3708,Virgin River Hotel And Casino,REFERENCE.CORE.MERCHANT_CATEGORY,3708,Virgin River Hotel and Casino
V10,3706,Shilo Inns,REFERENCE.CORE.MERCHANT_CATEGORY,3706,Shilo Inns
V10,3704,Royce Hotels,REFERENCE.CORE.MERCHANT_CATEGORY,3704,Royce Hotels
V10,3703,Residence Inns,REFERENCE.CORE.MERCHANT_CATEGORY,3703,Residence Inns
V10,3701,La Mansion Del Rio,REFERENCE.CORE.MERCHANT_CATEGORY,3701,La Mansion Del Rio
V10,3700,Motel 6,REFERENCE.CORE.MERCHANT_CATEGORY,3700,Motel 6
V10,3698,Harley Hotels,REFERENCE.CORE.MERCHANT_CATEGORY,3698,Harley Hotels
V10,3697,Fairfield Hotels,REFERENCE.CORE.MERCHANT_CATEGORY,3697,Fairfield Hotels
V10,3695,Embassy Suites,REFERENCE.CORE.MERCHANT_CATEGORY,3695,Embassy Suites
V10,3694,Economy Inns Of America,REFERENCE.CORE.MERCHANT_CATEGORY,3694,Economy Inns of America
V10,3693,Drury Inns,REFERENCE.CORE.MERCHANT_CATEGORY,3693,Drury Inns
V10,3692,Doubltree Hotels,REFERENCE.CORE.MERCHANT_CATEGORY,3692,Doubletree Hotels
V10,3690,Courtyard By Marriott,REFERENCE.CORE.MERCHANT_CATEGORY,3690,Courtyard By Marriott
V10,3687,Clarion Hotels,REFERENCE.CORE.MERCHANT_CATEGORY,3687,Clarion Hotels
V10,3686,Susse Chalet,REFERENCE.CORE.MERCHANT_CATEGORY,3686,Susse Chalet
V10,3685,Budgetel Hotels,REFERENCE.CORE.MERCHANT_CATEGORY,3685,Budgetel Inns
V10,3684,Budget Host Inns,REFERENCE.CORE.MERCHANT_CATEGORY,3684,Budget Host Inns
V10,3681,Adams Mark Hotels,REFERENCE.CORE.MERCHANT_CATEGORY,3681,Adams Mark Hotels
V10,3679,Silver Legacy Hotel And Casino,REFERENCE.CORE.MERCHANT_CATEGORY,3679,Silver Legacy Hotel and Casino
V10,3677,Climat De France Hotels,REFERENCE.CORE.MERCHANT_CATEGORY,3677,Climat De France Hotels
V10,3676,Monte Carlo Hotel And Casino,REFERENCE.CORE.MERCHANT_CATEGORY,3676,Monte Carlo Hotel and Casino
V10,3672,Campanile Hotels,REFERENCE.CORE.MERCHANT_CATEGORY,3672,Campanile Hotels
V10,3670,Arcade Hotels,REFERENCE.CORE.MERCHANT_CATEGORY,3670,Arcade Hotels
V10,3668,Maritim Hotels,REFERENCE.CORE.MERCHANT_CATEGORY,3668,Maritim Hotels
V10,3667,Luxhor Hotel And Casino,REFERENCE.CORE.MERCHANT_CATEGORY,3667,Luxor Hotel and Casino
V10,3665,Hampton Inns,REFERENCE.CORE.MERCHANT_CATEGORY,3665,Hampton Inns
V10,3664,Flag Inn,REFERENCE.CORE.MERCHANT_CATEGORY,3664,Flag Inn
V10,3663,Hoteles El Presidente,REFERENCE.CORE.MERCHANT_CATEGORY,3663,Hoteles El Presidente
V10,3662,Circus Circus Hotel And Casino,REFERENCE.CORE.MERCHANT_CATEGORY,3662,Circus Circus Hotel and Casino
V10,3661,Metropole Hotels,REFERENCE.CORE.MERCHANT_CATEGORY,3661,Metropole Hotels
V10,3660,Knights Inns,REFERENCE.CORE.MERCHANT_CATEGORY,3660,Knights Inns
V10,3659,Taj Hotels International,REFERENCE.CORE.MERCHANT_CATEGORY,3659,Taj Hotels International
V10,3658,New Otani Hotels,REFERENCE.CORE.MERCHANT_CATEGORY,3658,New Otani Hotels
V10,3657,Oberoi Hotels,REFERENCE.CORE.MERCHANT_CATEGORY,3657,Oberoi Hotels
V10,3655,Scandic Hotels,REFERENCE.CORE.MERCHANT_CATEGORY,3655,Scandic Hotels
V10,3654,Loews Hotels,REFERENCE.CORE.MERCHANT_CATEGORY,3654,Loews Hotels
V10,3652,Embassy Hotels,REFERENCE.CORE.MERCHANT_CATEGORY,3652,Embassy Hotels
V10,3651,Imperial London Hotel,REFERENCE.CORE.MERCHANT_CATEGORY,3651,Imperial London Hotel
V10,3650,Red Roof Inns,REFERENCE.CORE.MERCHANT_CATEGORY,3650,Red Roof Inns
V10,3649,Radisson Hotels,REFERENCE.CORE.MERCHANT_CATEGORY,3649,Radisson Hotels
V10,3648,De Vere Hotels,REFERENCE.CORE.MERCHANT_CATEGORY,3648,De Vere Hotels
V10,3644,Econo Lodges,REFERENCE.CORE.MERCHANT_CATEGORY,3644,Econo Lodges
V10,3643,Steigenberger Hotels,REFERENCE.CORE.MERCHANT_CATEGORY,3643,Steigenberger Hotels
V10,3642,Novotel Hotels,REFERENCE.CORE.MERCHANT_CATEGORY,3642,Novotel Hotels
V10,3641,Sofitel Hotels,REFERENCE.CORE.MERCHANT_CATEGORY,3641,Sofitel Hotels
V10,3640,Hyatt Hotels,REFERENCE.CORE.MERCHANT_CATEGORY,3640,Hyatt Hotels
V10,3638,Howard Johnson,REFERENCE.CORE.MERCHANT_CATEGORY,3638,Howard Johnson
V10,3637,Ramada Inns And Ramada Limited,REFERENCE.CORE.MERCHANT_CATEGORY,3637,Ramada Inns
V10,3636,Sarova Hotels,REFERENCE.CORE.MERCHANT_CATEGORY,3636,Sarova Hotels
V10,3635,Reso Hotels,REFERENCE.CORE.MERCHANT_CATEGORY,3635,Reso Hotels
V10,3634,Swissotel,REFERENCE.CORE.MERCHANT_CATEGORY,3634,Swissotel
V10,3633,Rank Hotels,REFERENCE.CORE.MERCHANT_CATEGORY,3633,Rank Hotels
V10,3632,Phoenician,REFERENCE.CORE.MERCHANT_CATEGORY,3632,The Phoenician
V10,3631,Sleep Inns,REFERENCE.CORE.MERCHANT_CATEGORY,3631,Sleep Inn
V10,3630,Extended Stay Deluxe,REFERENCE.CORE.MERCHANT_CATEGORY,3630,Tokyu Hotels
V10,3629,Dan Hotels,REFERENCE.CORE.MERCHANT_CATEGORY,3629,Dan Hotels
V10,3628,Excalibur Hotel And Casino,REFERENCE.CORE.MERCHANT_CATEGORY,3628,Excalibur Hotel and Casino
V10,3627,Extended Stay America,REFERENCE.CORE.MERCHANT_CATEGORY,3627,Extended Stay America
V10,3626,Studio Plus,REFERENCE.CORE.MERCHANT_CATEGORY,3626,Studio Plus
V10,3625,Hotel Universale,REFERENCE.CORE.MERCHANT_CATEGORY,3625,Hotel Universale
V10,3623,Dorint Hotels,REFERENCE.CORE.MERCHANT_CATEGORY,3623,Dorint Hotels
V10,3621,Extended Stay,REFERENCE.CORE.MERCHANT_CATEGORY,3621,Extended Stay
V10,3619,Aloft,REFERENCE.CORE.MERCHANT_CATEGORY,3619,Aloft
V10,3618,Great Wolf,REFERENCE.CORE.MERCHANT_CATEGORY,3618,Great Wolf
V10,3617,Americas Best Value Inn,REFERENCE.CORE.MERCHANT_CATEGORY,3617,Americaâ€™s Best Value Inn
V10,3615,Travelodge,REFERENCE.CORE.MERCHANT_CATEGORY,3615,Travelodge
V10,3614,Americinn,REFERENCE.CORE.MERCHANT_CATEGORY,3614,Americinn
V10,3613,Microtel Inn And Suites,REFERENCE.CORE.MERCHANT_CATEGORY,3613,Microtel Inns & Suites
V10,3612,Movenpick Hotels,REFERENCE.CORE.MERCHANT_CATEGORY,3612,Moevenpick Hotels
V10,3609,Gaylord Palms,REFERENCE.CORE.MERCHANT_CATEGORY,3609,Gaylord Palms
V10,3608,Gaylord Opryland,REFERENCE.CORE.MERCHANT_CATEGORY,3608,Gaylord Opryland
V10,3607,Fontainebleau Resorts,REFERENCE.CORE.MERCHANT_CATEGORY,3607,Fontainebleau Resorts
V10,3604,Hilton Garden Resort/Inn,REFERENCE.CORE.MERCHANT_CATEGORY,3604,Hilton Garden Inn
V10,3602,Hudson Hotel,REFERENCE.CORE.MERCHANT_CATEGORY,3602,Hudson Hotel
V10,3598,Regent International Hotels,REFERENCE.CORE.MERCHANT_CATEGORY,3598,Regent International Hotels
V10,3597,Riverside Resort And Casino,REFERENCE.CORE.MERCHANT_CATEGORY,3597,Riverside Resort Hotel and Casino
V10,3596,Wynn Las Vegas,REFERENCE.CORE.MERCHANT_CATEGORY,3596,Wynn Las Vegas
V10,3595,Hospitality Inns,REFERENCE.CORE.MERCHANT_CATEGORY,3595,Hospitality Inns
V10,3592,Omni Hotels,REFERENCE.CORE.MERCHANT_CATEGORY,3592,Omni Hotels
V10,3591,Sonesta Hotels,REFERENCE.CORE.MERCHANT_CATEGORY,3591,Sonesta Hotels
V10,3590,Fairmont Hotels,REFERENCE.CORE.MERCHANT_CATEGORY,3590,Fairmont Hotels
V10,3589,Doral Golf Resort,REFERENCE.CORE.MERCHANT_CATEGORY,3589,Doral Golf Resort
V10,3586,Sokos Hotels,REFERENCE.CORE.MERCHANT_CATEGORY,3586,Sokos Hotels
V10,3584,Princess Hotels International,REFERENCE.CORE.MERCHANT_CATEGORY,3584,Princess Hotels International
V10,3583,Sas Hotels,REFERENCE.CORE.MERCHANT_CATEGORY,3583,Radisson Blu
V10,3581,Delta Hotel,REFERENCE.CORE.MERCHANT_CATEGORY,3581,Delta Hotel
V10,3579,Hotel Mercure,REFERENCE.CORE.MERCHANT_CATEGORY,3579,Hotel Mercure
V10,3578,Frankenmuth Bavarian,REFERENCE.CORE.MERCHANT_CATEGORY,3578,Frankenmuth Bavarian
V10,3577,Mandarin Oriental Hotel,REFERENCE.CORE.MERCHANT_CATEGORY,3577,Mandarin Oriental Hotel
V10,3576,La Quinta Reosrt,REFERENCE.CORE.MERCHANT_CATEGORY,3576,La Quinta Resort
V10,3575,Vagabond Hotels,REFERENCE.CORE.MERCHANT_CATEGORY,3575,Vagabond Hotels
V10,3573,Sandman Hotels,REFERENCE.CORE.MERCHANT_CATEGORY,3573,Sandman Hotels
V10,3572,Miyako Hotels,REFERENCE.CORE.MERCHANT_CATEGORY,3572,Miyako Hotels
V10,3570,Forum Hotels,REFERENCE.CORE.MERCHANT_CATEGORY,3570,Forum Hotels
