SOURCE_SYSTEM,SOURCE_CODE,SOURCE_DESCRIPTION,TARGET_SYSTEM,TARGET_CODE,TARGET_DESCRIPTION
V8,3557,Manhatten East Suite Hotels,REFERENCE.CORE.MERCHANT_CATEGORY,3557,Manhattan East Suite Hotels
V8,3555,Treasure Island Hotel And Casino,REFERENCE.CORE.MERCHANT_CATEGORY,3555,Treasure Island Hotel and Casino
V8,3553,Park Inns International,REFERENCE.CORE.MERCHANT_CATEGORY,3553,Park Inns International
V8,3552,Coast Hotels,REFERENCE.CORE.MERCHANT_CATEGORY,3552,Coast Hotels
V8,3551,Mirage Hotel And Casino,REFERENCE.CORE.MERCHANT_CATEGORY,3551,Mirage Hotel and Casino
V8,3549,Auberge Des Governeurs,REFERENCE.CORE.MERCHANT_CATEGORY,3549,Auberge Des Governeurs
V8,3548,Hotels Melia,REFERENCE.CORE.MERCHANT_CATEGORY,3548,Hoteles Melia
V8,3545,Shangri-La International,REFERENCE.CORE.MERCHANT_CATEGORY,3545,Shangri-La International
V8,3544,Ciga Hotels,REFERENCE.CORE.MERCHANT_CATEGORY,3544,Ciga Hotels
V8,3543,Four Seasons Hotels,REFERENCE.CORE.MERCHANT_CATEGORY,3543,Four Seasons Hotels
V8,3542,Royal Hotels,REFERENCE.CORE.MERCHANT_CATEGORY,3542,Royal Hotels
V8,3541,Hotel Okura,REFERENCE.CORE.MERCHANT_CATEGORY,3541,Hotel Okura
V8,3540,Iberotel Hotels,REFERENCE.CORE.MERCHANT_CATEGORY,3540,Iberotel Hotels
V8,3539,Summerfield Suites Hotel,REFERENCE.CORE.MERCHANT_CATEGORY,3539,Summerfield Suites Hotels
V8,3538,Concorde Hotels,REFERENCE.CORE.MERCHANT_CATEGORY,3538,Concorde Hotels
V8,3537,Ana Hotel,REFERENCE.CORE.MERCHANT_CATEGORY,3537,Ana Hotel
V8,3536,Amfac Hotels,REFERENCE.CORE.MERCHANT_CATEGORY,3536,Amfac Hotels
V8,3535,Hilton International,REFERENCE.CORE.MERCHANT_CATEGORY,3535,Hilton Internationals
V8,3534,Southern Pacific Hotels,REFERENCE.CORE.MERCHANT_CATEGORY,3534,Southern Pacific Hotels
V8,3533,Hotel Ibis,REFERENCE.CORE.MERCHANT_CATEGORY,3533,Hotel Ibis
V8,3532,Royal Kona Resort,REFERENCE.CORE.MERCHANT_CATEGORY,3532,Royal Kona Resort
V8,3530,Renaissance Hotels,REFERENCE.CORE.MERCHANT_CATEGORY,3530,Renaissance Hotels
V8,3529,Cp Hotels,REFERENCE.CORE.MERCHANT_CATEGORY,3529,Cp Hotels
V8,3528,Red Lion Hotels Or Red Lion Inns,REFERENCE.CORE.MERCHANT_CATEGORY,3528,Red Lion Inns
V8,3526,Prince Hotels,REFERENCE.CORE.MERCHANT_CATEGORY,3526,Prince Hotels
V8,3524,Welcomgroup Hotels,REFERENCE.CORE.MERCHANT_CATEGORY,3524,Welcomgroup Hotels
V8,3523,Peninsula Hotel,REFERENCE.CORE.MERCHANT_CATEGORY,3523,Peninsula Hotel
V8,3522,Tokyo Hotel,REFERENCE.CORE.MERCHANT_CATEGORY,3522,Tokyo Hotel
V8,3521,Royal Lahaina Resorts,REFERENCE.CORE.MERCHANT_CATEGORY,3521,Royal Lahaina Resorts
V8,3520,Meridien Hotels,REFERENCE.CORE.MERCHANT_CATEGORY,3520,Meridien Hotels
V8,3519,Pullman International Hotels,REFERENCE.CORE.MERCHANT_CATEGORY,3519,Pullman International Hotels
V8,3518,Sol Hotels,REFERENCE.CORE.MERCHANT_CATEGORY,3518,Sol Hotels
V8,3517,Americana Hotels,REFERENCE.CORE.MERCHANT_CATEGORY,3517,Americana Hotels
V8,3516,La Quinta Motor Inns,REFERENCE.CORE.MERCHANT_CATEGORY,3516,La Quinta Inn and Suites
V8,3515,Rodeway Inns,REFERENCE.CORE.MERCHANT_CATEGORY,3515,Rodeway Inns
V8,3514,Amerisuites,REFERENCE.CORE.MERCHANT_CATEGORY,3514,Amerisuites
V8,3513,Westin Hotels,REFERENCE.CORE.MERCHANT_CATEGORY,3513,Westin
V8,3512,Inter-Continental Hotels,REFERENCE.CORE.MERCHANT_CATEGORY,3512,Inter-Continental Hotels
V8,3511,Arabella Hotels,REFERENCE.CORE.MERCHANT_CATEGORY,3511,Arabella Hotels
V8,3510,Days Inns Or Daystop,REFERENCE.CORE.MERCHANT_CATEGORY,3510,Days Inns
V8,3509,Marriott Hotels,REFERENCE.CORE.MERCHANT_CATEGORY,3509,Marriott
V8,3508,Quality Inns And Quality Suites,REFERENCE.CORE.MERCHANT_CATEGORY,3508,Quality Inns
V8,3507,Friendship Inns,REFERENCE.CORE.MERCHANT_CATEGORY,3507,Friendship Inns
V8,3506,Golden Tulip Hotels,REFERENCE.CORE.MERCHANT_CATEGORY,3506,Golden Tulip Hotels
V8,3505,Forte Hotels,REFERENCE.CORE.MERCHANT_CATEGORY,3505,Forte Hotels
V8,3504,Hilton Hotels,REFERENCE.CORE.MERCHANT_CATEGORY,3504,Hilton Hotels
V8,3503,Sheraton Hotels,REFERENCE.CORE.MERCHANT_CATEGORY,3503,Sheraton
V8,3502,Best Western Hotels,REFERENCE.CORE.MERCHANT_CATEGORY,3502,Best Western Hotels
V8,3501,Holiday Inns,REFERENCE.CORE.MERCHANT_CATEGORY,3501,Holiday Inns
V8,3441,Advantage Rent-A-Car,REFERENCE.CORE.MERCHANT_CATEGORY,3441,Advantage Rent-A-Car
V8,3438,Interent Rent-A-Car,REFERENCE.CORE.MERCHANT_CATEGORY,3438,Interent Rent-A-Car
V8,3435,Value Rent-A-Car,REFERENCE.CORE.MERCHANT_CATEGORY,3435,Value Rent-A-Car
V8,3433,Ugly Duckling Rent-A-Car,REFERENCE.CORE.MERCHANT_CATEGORY,3433,Ugly Duckling Rent-A-Car
V8,3432,Reserve Rent-A-Car,REFERENCE.CORE.MERCHANT_CATEGORY,3432,Reserve Rent-A-Car
V8,3431,Replacement Rent-A-Car,REFERENCE.CORE.MERCHANT_CATEGORY,3431,Replacement Rent-A-Car
V8,3427,Avon Rent-A-Car,REFERENCE.CORE.MERCHANT_CATEGORY,3427,Avon Rent-A-Car
V8,3425,Automate Rent-A-Car,REFERENCE.CORE.MERCHANT_CATEGORY,3425,Automate Rent-A-Car
V8,3420,Ansa Intl Rent-A-Car,REFERENCE.CORE.MERCHANT_CATEGORY,3420,Ansa Intl Rent-A-Car
V8,3412,A-1 Rent-A-Car,REFERENCE.CORE.MERCHANT_CATEGORY,3412,A-1 Rent-A-Car
V8,3409,General Rent-A-Car,REFERENCE.CORE.MERCHANT_CATEGORY,3409,General Rent-A-Car
V8,3405,Enterprise Rent-A-Car,REFERENCE.CORE.MERCHANT_CATEGORY,3405,Enterprise Rent-A-Car
V8,3400,Auto Host Car Rentals,REFERENCE.CORE.MERCHANT_CATEGORY,3400,Auto Host Car Rentals
V8,3398,Econo-Car Rent-A-Car,REFERENCE.CORE.MERCHANT_CATEGORY,3398,Econo-Car Rent-A-Car
V8,3395,Thrifty Rent-A-Car,REFERENCE.CORE.MERCHANT_CATEGORY,3395,Thrifty Car Rental
V8,3393,National Car Rental,REFERENCE.CORE.MERCHANT_CATEGORY,3393,National Car Rental
V8,3390,Dollar Rent-A-Car,REFERENCE.CORE.MERCHANT_CATEGORY,3390,Dollar Rent-A-Car
V8,3389,Avis Rent-A-Car,REFERENCE.CORE.MERCHANT_CATEGORY,3389,Avis Rent-A-Car
V8,3388,Merchants Rent-A-Car,REFERENCE.CORE.MERCHANT_CATEGORY,3388,Merchants Rent-A-Car
V8,3387,Alamo Rent-A-Car,REFERENCE.CORE.MERCHANT_CATEGORY,3387,Alamo Rent-A-Car
V8,3386,Showcase Rental Cars,REFERENCE.CORE.MERCHANT_CATEGORY,3386,Showcase Rental Cars
V8,3385,Tropical Rent-A-Car,REFERENCE.CORE.MERCHANT_CATEGORY,3385,Tropical Rent-A-Car
V8,3381,Europ Car,REFERENCE.CORE.MERCHANT_CATEGORY,3381,Europ Car
V8,3374,Accent Rent-A-Car,REFERENCE.CORE.MERCHANT_CATEGORY,3374,Accent Rent-A-Car
V8,3370,Rent-A-Wreck,REFERENCE.CORE.MERCHANT_CATEGORY,3370,Rent-A-Wreck
V8,3368,Holiday Rent-A-Car,REFERENCE.CORE.MERCHANT_CATEGORY,3368,Holiday Rent-A-Car
V8,3366,Budget Rent-A-Car,REFERENCE.CORE.MERCHANT_CATEGORY,3366,Budget Rent-A-Car
V8,3364,Agency Rent-A-Car,REFERENCE.CORE.MERCHANT_CATEGORY,3364,Agency Rent-A-Car
V8,3359,Payless Car Rental,REFERENCE.CORE.MERCHANT_CATEGORY,3359,Payless Car Rental
V8,3357,Hertz Rent-A-Car,REFERENCE.CORE.MERCHANT_CATEGORY,3357,Hertz
V8,3355,Sixt Car Rental,REFERENCE.CORE.MERCHANT_CATEGORY,3355,Sixt Car Rental
V8,3354,Action Auto Rental,REFERENCE.CORE.MERCHANT_CATEGORY,3354,Action Auto Rental
V8,3352,American International,REFERENCE.CORE.MERCHANT_CATEGORY,3352,American Intl Rent-A-Car
V8,3351,Affiliated Auto Rental,REFERENCE.CORE.MERCHANT_CATEGORY,3351,Affiliated Auto Rental
V8,3308,,REFERENCE.CORE.MERCHANT_CATEGORY,3308,China Southern Airlines China Southern
V8,3303,,REFERENCE.CORE.MERCHANT_CATEGORY,3303,Tigerair Tigerair
V8,3302,,REFERENCE.CORE.MERCHANT_CATEGORY,3302,Flybe Ltd Flybeair
V8,3301,,REFERENCE.CORE.MERCHANT_CATEGORY,3301,Wizz Air Wizz Air
V8,3300,,REFERENCE.CORE.MERCHANT_CATEGORY,3300,Azul Air Azul Air
V8,3299,Wideroe'S Flyveselskap,REFERENCE.CORE.MERCHANT_CATEGORY,3299,Wideroeâ€™s Flyveselskap Wideroes
V8,3298,Air Mauritius,REFERENCE.CORE.MERCHANT_CATEGORY,3298,Air Mauritius Airmauritius
V8,3297,Tarom,REFERENCE.CORE.MERCHANT_CATEGORY,3297,Tarom Romanian Air Transport Tarom Air
V8,3296,Air Berlin,REFERENCE.CORE.MERCHANT_CATEGORY,3296,Air Berlin Air Berlin
V8,3295,Kenya Airways,REFERENCE.CORE.MERCHANT_CATEGORY,3295,Kenya Airways Kenya Air
V8,3294,Ethiopian Airlines,REFERENCE.CORE.MERCHANT_CATEGORY,3294,Ethiopian Airlines Ethiopian Air
V8,3292,Cyprus Airways,REFERENCE.CORE.MERCHANT_CATEGORY,3292,Cyprus Airways Cyprus Air
V8,3287,Aero Coach Aviation,REFERENCE.CORE.MERCHANT_CATEGORY,3287,Aero Coach Aviation Aerocoach Av
V8,3282,Air Djibouti,REFERENCE.CORE.MERCHANT_CATEGORY,3282,Air Djibouti Air Djibouti
V8,3280,Air Jamaica,REFERENCE.CORE.MERCHANT_CATEGORY,3280,Air Jamaica Air Jamaica
V8,3267,Air Panama,REFERENCE.CORE.MERCHANT_CATEGORY,3267,Air Panama Air Panama
V8,3266,Air Seychelles,REFERENCE.CORE.MERCHANT_CATEGORY,3266,Air Seychelles Air Seych
V8,3263,Aero Servicio Carabobo - Aserca,REFERENCE.CORE.MERCHANT_CATEGORY,3263,Aero Servico Carabobo Asc Airline
V8,3261,Air China,REFERENCE.CORE.MERCHANT_CATEGORY,3261,Air China Air China
V8,3260,Spirit Airlines,REFERENCE.CORE.MERCHANT_CATEGORY,3260,Spirit Airlines Spirit Air
V8,3256,Alaska Airlines,REFERENCE.CORE.MERCHANT_CATEGORY,3256,Alaska Airlines Alaska Air
V8,3248,Tam Air,REFERENCE.CORE.MERCHANT_CATEGORY,3248,Tam Airlines Tam Air
V8,3247,Gol Air,REFERENCE.CORE.MERCHANT_CATEGORY,3247,Gol Airlines Gol Air
V8,3246,Ryanair,REFERENCE.CORE.MERCHANT_CATEGORY,3246,Ryanair Ryanair
V8,3245,Easyjet Air,REFERENCE.CORE.MERCHANT_CATEGORY,3245,Easyjet Airlines Easyjet Air
V8,3240,Bahamasair,REFERENCE.CORE.MERCHANT_CATEGORY,3240,Bahamasair Bahamasair
V8,3236,Air Arabia,REFERENCE.CORE.MERCHANT_CATEGORY,3236,Air Arabia Airline Air Arabia
V8,3234,Caribbean Airlines,REFERENCE.CORE.MERCHANT_CATEGORY,3234,Caribbean Airlines Caribbeanair
V8,3228,Cayman Airways,REFERENCE.CORE.MERCHANT_CATEGORY,3228,Cayman Airways Caymanair
V8,3223,Comair,REFERENCE.CORE.MERCHANT_CATEGORY,3223,Comair Comair
V8,3221,Transportes Aeros Militares Ecuatorianos,REFERENCE.CORE.MERCHANT_CATEGORY,3221,Tame Airline
V8,3219,Copa,REFERENCE.CORE.MERCHANT_CATEGORY,3219,Copa Copa Air
V8,3217,Csa,REFERENCE.CORE.MERCHANT_CATEGORY,3217,Csa Csa Airline
V8,3213,Malmo Aviation,REFERENCE.CORE.MERCHANT_CATEGORY,3213,Braathens Regional Airlines Braathens Regional Air
V8,3211,Norwegian Air Shuttle,REFERENCE.CORE.MERCHANT_CATEGORY,3211,Norwegian Air Shuttle Norwegianair
V8,3206,China Eastern Airlines,REFERENCE.CORE.MERCHANT_CATEGORY,3206,China Eastern Airlines Chineastair
V8,3204,Freedom Air,REFERENCE.CORE.MERCHANT_CATEGORY,3204,Freedom Air Freedom Air
V8,3196,Hawaiian Air,REFERENCE.CORE.MERCHANT_CATEGORY,3196,Hawaiian Air Hawaiian Air
V8,3193,Indian Airlines,REFERENCE.CORE.MERCHANT_CATEGORY,3193,Indian Airlines Indian Air
V8,3191,Island Airlines,REFERENCE.CORE.MERCHANT_CATEGORY,3191,Island Airlines Island Air
V8,3190,Jugoslav Air,REFERENCE.CORE.MERCHANT_CATEGORY,3190,Jugoslav Air Jugoslav Air
V8,3187,Lacsa (Costa Rica),REFERENCE.CORE.MERCHANT_CATEGORY,3187,Lacsa (Costa Rica) Lacsa Air
V8,3184,Liat,REFERENCE.CORE.MERCHANT_CATEGORY,3184,Liat Liat Airline
V8,3183,Omanair,REFERENCE.CORE.MERCHANT_CATEGORY,3183,Oman Aviation Services Omanair
V8,3182,Lot (Poland),REFERENCE.CORE.MERCHANT_CATEGORY,3182,Lot (Poland) Lot Air
V8,3181,Malev,REFERENCE.CORE.MERCHANT_CATEGORY,3181,Malev Malev Air
V8,3180,Westjetair,REFERENCE.CORE.MERCHANT_CATEGORY,3180,Westjet Airlines Westjetair
V8,3178,Mesa Air,REFERENCE.CORE.MERCHANT_CATEGORY,3178,Mesa Air Mesa Air
V8,3177,Airtran Airways,REFERENCE.CORE.MERCHANT_CATEGORY,3177,Airtran Airways Airtranair
V8,3175,Middle East Air,REFERENCE.CORE.MERCHANT_CATEGORY,3175,Middle East Air Mideast Air
V8,3174,Jetblue Airlines,REFERENCE.CORE.MERCHANT_CATEGORY,3174,Jetblue Airways Jetblue
V8,3168,,REFERENCE.CORE.MERCHANT_CATEGORY,3168,Hainan Airlines Hainanair
V8,3163,#NA,REFERENCE.CORE.MERCHANT_CATEGORY,DQMapping,Source value cannot be mapped
V8,3161,All Nipon Airways,REFERENCE.CORE.MERCHANT_CATEGORY,3161,All Nippon Airways Ana Air
V8,3146,Luxair,REFERENCE.CORE.MERCHANT_CATEGORY,3146,Luxair Luxair
V8,3144,Virgin Atlantic,REFERENCE.CORE.MERCHANT_CATEGORY,3144,Virgin Atlantic Virginatlair
V8,3136,Qatar Airways,REFERENCE.CORE.MERCHANT_CATEGORY,3136,Qatar Airways Qatar Air
V8,3135,Sudan Airways,REFERENCE.CORE.MERCHANT_CATEGORY,3135,Sudan Airways Sudan Air
V8,3133,Sunbelt Airlines,REFERENCE.CORE.MERCHANT_CATEGORY,3133,Sunbelt Airlines Sunbelt Air
V8,3132,Frontier Airlines,REFERENCE.CORE.MERCHANT_CATEGORY,3132,Frontier Airlines Frontier Air
V8,3131,Vlm Airlines,REFERENCE.CORE.MERCHANT_CATEGORY,3131,Vlm Airlines Vlm Air
V8,3130,Sun World International,REFERENCE.CORE.MERCHANT_CATEGORY,3130,Sunworld International Sunworld Air
V8,3127,Taca International,REFERENCE.CORE.MERCHANT_CATEGORY,3127,Taca International Tacaintl Air
V8,3112,Windward Island,REFERENCE.CORE.MERCHANT_CATEGORY,3112,Windward Island Windwrdisair
V8,3111,British Midland,REFERENCE.CORE.MERCHANT_CATEGORY,3111,British Midland Brmidlandair
V8,3103,Garuda (Indonesia),REFERENCE.CORE.MERCHANT_CATEGORY,3103,Garuda (Indonesia) Garuda Air
V8,3102,Iberia,REFERENCE.CORE.MERCHANT_CATEGORY,3102,Iberia Iberia Air
V8,3100,Malaysian Airline System,REFERENCE.CORE.MERCHANT_CATEGORY,3100,Malaysian Airline System Malay Air
V8,3099,Cathay Pacific,REFERENCE.CORE.MERCHANT_CATEGORY,3099,Cathay Pacific Cathaypacair
V8,3098,Asianna Airlines - Asianna,REFERENCE.CORE.MERCHANT_CATEGORY,3098,Asiana Airlines Asiana Air
V8,3097,Spanair,REFERENCE.CORE.MERCHANT_CATEGORY,3097,Spanair Spanair
V8,3096,Air Zimbabwe,REFERENCE.CORE.MERCHANT_CATEGORY,3096,Air Zimbabwe Air Zimbabwe
V8,3090,Uni Airways,REFERENCE.CORE.MERCHANT_CATEGORY,3090,Uni Airways Corporation Uniair
V8,3089,Transaero,REFERENCE.CORE.MERCHANT_CATEGORY,3089,Transaero Transaero
V8,3088,Croatia Airlines,REFERENCE.CORE.MERCHANT_CATEGORY,3088,Croatia Airlines Croatia Air
V8,3084,Eva Airways,REFERENCE.CORE.MERCHANT_CATEGORY,3084,Eva Airways Eva Air
V8,3083,Air Afrique - Air Afriq,REFERENCE.CORE.MERCHANT_CATEGORY,3083,Air Afrique Air Afrique
V8,3082,Korean Airlines,REFERENCE.CORE.MERCHANT_CATEGORY,3082,Korean Airlines Korean Air
V8,3081,Nordair,REFERENCE.CORE.MERCHANT_CATEGORY,3081,Xiamen Airlines Xiamen Air
V8,3080,,REFERENCE.CORE.MERCHANT_CATEGORY,3080,Swoop Inc Flyswoop
V8,3079,Jetstar Airlines,REFERENCE.CORE.MERCHANT_CATEGORY,3079,Jetstar Airways Jetstar Air
V8,3078,China Airlines,REFERENCE.CORE.MERCHANT_CATEGORY,3078,China Airlines China Air
V8,3077,Thai Airways,REFERENCE.CORE.MERCHANT_CATEGORY,3077,Thai Airways Thai Airways
V8,3076,Aeromexico,REFERENCE.CORE.MERCHANT_CATEGORY,3076,Aeromexico Aeromexico
V8,3075,Singapore Airlines,REFERENCE.CORE.MERCHANT_CATEGORY,3075,Singapore Airlines Singaporeair
V8,3072,Cebu Pac,REFERENCE.CORE.MERCHANT_CATEGORY,3072,Cebu Pacific Airlines Cebu Pac
V8,3070,Pacific Southwest Airline,REFERENCE.CORE.MERCHANT_CATEGORY,3070,Flydubai Flydubai
V8,3069,Air Europe,REFERENCE.CORE.MERCHANT_CATEGORY,3069,Sun Country Airlines Suncntryair
V8,3068,Air Astana,REFERENCE.CORE.MERCHANT_CATEGORY,3068,Air Astana Air Astana
V8,3066,Southwest,REFERENCE.CORE.MERCHANT_CATEGORY,3066,Southwest Southwestair
V8,3064,Adria Airways,REFERENCE.CORE.MERCHANT_CATEGORY,3064,Adria Airways Adria Air
V8,3063,U.S. Air,REFERENCE.CORE.MERCHANT_CATEGORY,3063,Us Airways Usairways
V8,3061,Continental,REFERENCE.CORE.MERCHANT_CATEGORY,3061,Continental Continental
V8,3060,Northwest,REFERENCE.CORE.MERCHANT_CATEGORY,3060,Northwest Nwa Air
V8,3058,Delta,REFERENCE.CORE.MERCHANT_CATEGORY,3058,Delta Delta Air
V8,3057,East/West Airlines (Australia),REFERENCE.CORE.MERCHANT_CATEGORY,3057,Virgin America Vir Amer
V8,3056,Quebecaire,REFERENCE.CORE.MERCHANT_CATEGORY,3056,Jet Airways Jet Air
V8,3052,Lan Airlines-Lanair,REFERENCE.CORE.MERCHANT_CATEGORY,3052,Lan Airlines Lan Air
V8,3051,Austrian Airlines,REFERENCE.CORE.MERCHANT_CATEGORY,3051,Austrian Airlines Austrian Air
V8,3050,Icelandair,REFERENCE.CORE.MERCHANT_CATEGORY,3050,Icelandair Icelandair
V8,3049,Tunis Air,REFERENCE.CORE.MERCHANT_CATEGORY,3049,Tunis Air Tunis Air
V8,3048,Airmaro,REFERENCE.CORE.MERCHANT_CATEGORY,3048,Royal Air Maroc Air Maroc
V8,3047,Thy (Turkey),REFERENCE.CORE.MERCHANT_CATEGORY,3047,Turkish Airlines Turkish Airlines
V8,3045,Nigeria Airways,REFERENCE.CORE.MERCHANT_CATEGORY,3045,Nigeria Airways Nigeria Air
V8,3044,Air Lanka,REFERENCE.CORE.MERCHANT_CATEGORY,3044,Air Lanka Air Lanka
V8,3043,Aer Lingus,REFERENCE.CORE.MERCHANT_CATEGORY,3043,Aer Lingus Aer Lingus
V8,3042,Finnair,REFERENCE.CORE.MERCHANT_CATEGORY,3042,Finnair Finnair
V8,3040,Gulf Air (Bahrain),REFERENCE.CORE.MERCHANT_CATEGORY,3040,Gulf Air (Bahrain) Gulf Air
V8,3039,Avianca,REFERENCE.CORE.MERCHANT_CATEGORY,3039,Avianca Avianca
V8,3038,Kuwait Airways,REFERENCE.CORE.MERCHANT_CATEGORY,3038,Kuwait Airways Kuwait Air
V8,3037,Egyptair,REFERENCE.CORE.MERCHANT_CATEGORY,3037,Egyptair Egyptair
V8,3035,Tap (Portugal),REFERENCE.CORE.MERCHANT_CATEGORY,3035,Tap (Portugal) Tap Air
V8,3034,Trans Austrailian Airways (Taa),REFERENCE.CORE.MERCHANT_CATEGORY,3034,Etihad Airways Etihadair
V8,3032,El Al,REFERENCE.CORE.MERCHANT_CATEGORY,3032,El Al El Al
V8,3031,Olympic Airways,REFERENCE.CORE.MERCHANT_CATEGORY,3031,Olympic Airways Olympic Air
V8,3030,Aerolineas Argentinas,REFERENCE.CORE.MERCHANT_CATEGORY,3030,Aerolineas Argentinas Aero Argent
V8,3029,Sn Brussels Airlines - Snbru Air,REFERENCE.CORE.MERCHANT_CATEGORY,3029,Sn Brussels Airlines Snbrsslsair
V8,3028,Air Malta,REFERENCE.CORE.MERCHANT_CATEGORY,3028,Km Malta Airlines (Formerly Air Malta) Kmma (Formerly Air Malta)
V8,3026,Emirates Airlines,REFERENCE.CORE.MERCHANT_CATEGORY,3026,Emirates Airlines Emirates
V8,3025,Air New Zealand,REFERENCE.CORE.MERCHANT_CATEGORY,3025,Air New Zealand Air Nz
V8,3024,Pakistan International,REFERENCE.CORE.MERCHANT_CATEGORY,3024,Pakistan International Pakistan Air
V8,3022,Pal Air,REFERENCE.CORE.MERCHANT_CATEGORY,3022,Philippine Airlines Pal Air
V8,3021,Air Algerie,REFERENCE.CORE.MERCHANT_CATEGORY,3021,Air Algerie Air Algerie
V8,3020,Air India,REFERENCE.CORE.MERCHANT_CATEGORY,3020,Air-India Air-India
V8,3019,Germanwings - Grmnwgair,REFERENCE.CORE.MERCHANT_CATEGORY,3019,Eastern Airlines Eastern Air
V8,3018,Varig Air (Brazil),REFERENCE.CORE.MERCHANT_CATEGORY,3018,Varig (Brazil) Varig
V8,3017,South African Airways,REFERENCE.CORE.MERCHANT_CATEGORY,3017,South African Airways Saa Airways
V8,3016,Sas,REFERENCE.CORE.MERCHANT_CATEGORY,3016,Sas Sas
V8,3015,Swiss International Airlines - Swiss Air,REFERENCE.CORE.MERCHANT_CATEGORY,3015,Swiss International Airlines Swissintair
V8,3014,Saudi Arabian Airlines,REFERENCE.CORE.MERCHANT_CATEGORY,3014,Saudi Arabian Airlines Saudia Air
V8,3013,Alitalia,REFERENCE.CORE.MERCHANT_CATEGORY,3013,Ita Airways (Formerly Alitalia) Ita Airways (Formerly Alitalia)
V8,3012,Qantas,REFERENCE.CORE.MERCHANT_CATEGORY,3012,Qantas Qantas Air
V8,3011,Aeroflot,REFERENCE.CORE.MERCHANT_CATEGORY,3011,Aeroflot Aeroflot
V8,3010,Klm (Royal Dutch Airlines),REFERENCE.CORE.MERCHANT_CATEGORY,3010,Klm (Royal Dutch Airlines) Klm Airline
V8,3009,Air Canada,REFERENCE.CORE.MERCHANT_CATEGORY,3009,Air Canada Air Canada
V8,3008,Lufthansa,REFERENCE.CORE.MERCHANT_CATEGORY,3008,Lufthansa Lufthansa
V8,3007,Air France,REFERENCE.CORE.MERCHANT_CATEGORY,3007,Air France Air France
V8,3006,Japan Airlines,REFERENCE.CORE.MERCHANT_CATEGORY,3006,Japan Airlines Jal Airline
V8,3005,British Airways,REFERENCE.CORE.MERCHANT_CATEGORY,3005,British Airways British Awys
V8,3004,Dragonair,REFERENCE.CORE.MERCHANT_CATEGORY,3004,Dragon Airlines Dragonair
V8,3002,Pan American,REFERENCE.CORE.MERCHANT_CATEGORY,3002,Pan American Pan Am Air
V8,3001,American Airlines,REFERENCE.CORE.MERCHANT_CATEGORY,3001,American Airlines American Air
V8,3000,United Airlines,REFERENCE.CORE.MERCHANT_CATEGORY,3000,United Airlines United Air
V8,2842,"Specialty Cleaning, Polishing And Sanitation Preps",REFERENCE.CORE.MERCHANT_CATEGORY,2842,"Specialty Cleaning, Polishing and Sanitation Preparations"
V8,2791,"Typesetting, Plate Making And Related Services",REFERENCE.CORE.MERCHANT_CATEGORY,2791,"Typesetting, Plate Making and Related Services"
V8,2741,Miscellaneous Publishing And Printing,REFERENCE.CORE.MERCHANT_CATEGORY,2741,Miscellaneous Publishing and Printing
V8,1799,Special Trade Contractors,REFERENCE.CORE.MERCHANT_CATEGORY,1799,Special Trade Contractors (not elsewhere Classified)
V8,1771,Contractors -- Concrete Work,REFERENCE.CORE.MERCHANT_CATEGORY,1771,Concrete Work Contractors
V8,1761,"Roofing, Sheet Metal Work, Or Siding -- Contractors",REFERENCE.CORE.MERCHANT_CATEGORY,1761,"Roofing, Siding, and Sheet Metal Work Contractors"
V8,1750,Carpentry,REFERENCE.CORE.MERCHANT_CATEGORY,1750,Carpentry Contractors
V8,1740,"Masonry, Stonework, Tile Setting, Plastering",REFERENCE.CORE.MERCHANT_CATEGORY,1740,"Masonry, Stonework, Tile Setting, Plastering and Insulation Contractors"
V8,1731,Electrical Contractors,REFERENCE.CORE.MERCHANT_CATEGORY,1731,Electrical Contractors
V8,1711,"A/C, Heating Or Plumbing Contractors - Sales And Installation",REFERENCE.CORE.MERCHANT_CATEGORY,1711,"Heating, Plumbing, and Air Conditioning Contractors"
V8,1520,General Contractors - Residential Buildings,REFERENCE.CORE.MERCHANT_CATEGORY,1520,General Contractors â€“ Residential and Commercial
V8,1346,#NA,REFERENCE.CORE.MERCHANT_CATEGORY,DQMapping,Source value cannot be mapped
V8,1010,#NA,REFERENCE.CORE.MERCHANT_CATEGORY,DQMapping,Source value cannot be mapped
V8,1000,#NA,REFERENCE.CORE.MERCHANT_CATEGORY,DQMapping,Source value cannot be mapped
V8,0780,Landscape And Horticultural Services,REFERENCE.CORE.MERCHANT_CATEGORY,0780,Landscaping and Horticultural Services
V8,0763,Agricultural Cooperatives,REFERENCE.CORE.MERCHANT_CATEGORY,0763,Agricultural Co-Operatives
V8,0742,Veterinary Services,REFERENCE.CORE.MERCHANT_CATEGORY,0742,Veterinary Services
V8,0012,#NA,REFERENCE.CORE.MERCHANT_CATEGORY,DQMapping,Source value cannot be mapped
V8,0000,#NA,REFERENCE.CORE.MERCHANT_CATEGORY,DQMapping,Source value cannot be mapped
V2,9950,Intra-Company Purchases,REFERENCE.CORE.MERCHANT_CATEGORY,9950,Intra-Company Purchases
V2,9753,#NA,REFERENCE.CORE.MERCHANT_CATEGORY,DQMapping,Source value cannot be mapped
V2,9752,"U.K. Petrol Stations, Electronic Hot File",REFERENCE.CORE.MERCHANT_CATEGORY,9752,United Kingdom Petrol Stations - Electronic Hot File
