SOURCE_SYSTEM,SOURCE_CODE,SOURCE_DESCRIPTION,TARGET_SYSTEM,TARGET_CODE,TARGET_DESCRIPTION
V10,NOCTCT,Do not contact customer.,REFERENCE.CORE.CUSTOMER_CONTACT_PREFERENCE_TYPE,NOCTCT,Do not contact customer.
V10,PREFERRED,Use this for contacting customer.,REFERENCE.CORE.CUSTOMER_CONTACT_PREFERENCE_TYPE,PREFERRED,Use this for contacting customer.
V10,UNDEC,Do not use for contacting customer.,REFERENCE.CORE.CUSTOMER_CONTACT_PREFERENCE_TYPE,UNDEC,Do not use for contacting customer.
V10,DQMapping,Source value cannot be mapped,REFERENCE.CORE.CUSTOMER_CONTACT_PREFERENCE_TYPE,DQMapping,Source value cannot be mapped
V10,DQMissing,Source value not provided,REFERENCE.CORE.CUSTOMER_CONTACT_PREFERENCE_TYPE,DQMissing,Source value not provided
